"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","SHORTNAME","LONG_COMMON_NAME","RELATEDNAMES2","LinguisticVariantDisplayName"
"15202-5","Potassium","Concentration de substance","Temps ponctuel","Selles","Quantitatif","","Chimie","","","",""
"17925-9","Bactéries","Présence ou identité","Temps ponctuel","Plaie.profonde","Nominal","Culture anaérobique","Microbiologie","","","",""
"17956-4","Bactéries","Présence ou identité","Temps ponctuel","Liquide biologique","Nominal","Culture anaérobique","Microbiologie","","","",""
"18192-5","Bactéries","Présence-Seuil","Temps ponctuel","Nez","Ordinal","Microscopie.fond clair","Microbiologie","","","",""
"14407-1","Phosphate","Concentration de masse","Temps ponctuel","Liquide gastrique","Quantitatif","","Chimie","","","",""
"14320-6","Bactéries","Présence ou identité","Temps ponctuel","Urine","Nominal","Culture @1:100","Microbiologie","","","",""
"105610-0","Bactéries","Concentration numérique","Temps ponctuel","Lavage broncho-alvéolaire","Quantitatif","Culture","Microbiologie","","","",""
"14093-9","Bactéries","Présence ou identité","Temps ponctuel","Eau","Nominal","Culture","Microbiologie","","","",""
"22760-3","Potassium","Concentration de masse","Temps ponctuel","Sérum/Plasma","Quantitatif","","Chimie","","","",""
"23667-9","Bactéries","Présence ou identité","Temps ponctuel","XXX","Nominal","","Microbiologie","","","",""
"25145-4","Bactéries","Présence-Seuil","Temps ponctuel","Sédiment urinaire","Ordinal","Microscopie.fond clair","Analyse d'urine","","","",""
"25506-7","Potassium","Contenu de substance","Temps ponctuel","Selles","Quantitatif","","Chimie","","","",""
"27441-5","Potassium","Contenu de substance","24 h","Selles","Quantitatif","","Chimie","","","",""
"2819-1","Potassium","Concentration de substance","Temps ponctuel","LCR","Quantitatif","","Chimie","","","",""
"2820-9","Potassium","Concentration de substance","Temps ponctuel","Solution de dialyse","Quantitatif","","Chimie","","","",""
"2821-7","Potassium","Concentration de substance","Temps ponctuel","Liquide biologique","Quantitatif","","Chimie","","","",""
"2822-5","Potassium","Concentration de substance","Temps ponctuel","Liquide gastrique","Quantitatif","","Chimie","","","",""
"2823-3","Potassium","Concentration de substance","Temps ponctuel","Sérum/Plasma","Quantitatif","","Chimie","","","",""
"2824-1","Potassium","Concentration de substance","Temps ponctuel","GR","Quantitatif","","Chimie","","","",""
"2825-8","Potassium","Concentration de substance","Temps ponctuel","Salivaire","Quantitatif","","Chimie","","","",""
"2826-6","Potassium","Débit de substance","72 h","Selles","Quantitatif","","Chimie","","","",""
"2827-4","Potassium","Concentration de substance","Temps ponctuel","Sueur","Quantitatif","","Chimie","","","",""
"2828-2","Potassium","Concentration de substance","Temps ponctuel","Urine","Quantitatif","","Chimie","","","",""
"2829-0","Potassium","Débit de substance","24 h","Urine","Quantitatif","","Chimie","","","",""
"2830-8","Potassium, Clairance rénale","Taux volumique","24 h","Urine+Sérum/Plasma","Quantitatif","","Chimie","","","",""
"30549-0","Potassium","Concentration de substance","Temps ponctuel","Nutrition parentérale totale","Quantitatif","","Chimie","","","",""
"3105-4","Urobilinogène","Présence-Seuil","Temps ponctuel","Selles","Ordinal","","Chimie","","","",""
"31157-1","Carboxyhémoglobine","Concentration de masse","Temps ponctuel","Sang","Quantitatif","","Chimie","","","",""
"31219-9","Afipia felis, IgM","Concentration arbitraire","Temps ponctuel","Sérum","Quantitatif","","Microbiologie","","","",""
"31750-3","Oreille interne de bovin, Ag","Présence-Seuil","Temps ponctuel","Sérum/Plasma","Ordinal","","Sérologie","","","",""
"32336-0","Potassium","Concentration de substance","Temps ponctuel","XXX","Quantitatif","","Chimie","","","",""
"32355-0","Bactéries","Présence ou identité","Temps ponctuel","XXX","Nominal","Culture des voies respiratoires","Microbiologie","","","",""
"32367-5","Bactéries","Présence ou identité","Temps ponctuel","Isolat","Nominal","Culture aérobie","Microbiologie","","","",""
"32550-6","Potassium","Quantité de substance","XXX","Urine","Quantitatif","","Chimie","","","",""
"32713-0","Potassium","Concentration de substance","Temps ponctuel","Sang artériel","Quantitatif","","Chimie","","","",""
"32763-5","Bactéries","Présence-Seuil","Temps ponctuel","XXX","Ordinal","Préparation humide","Microbiologie","","","",""
"32810-4","Bactéries","Présence ou identité","Temps ponctuel","Bronchique","Nominal","","Microbiologie","","","",""
"33218-9","Bactéries","Nombre par unité de surface","Temps ponctuel","Sédiment urinaire","Quantitatif","Décompte automatisé","Analyse d'urine","","","",""
"34703-9","Virus de l'hépatite C ARN","Concentration arbitraire","Temps ponctuel","Sérum/Plasma","Quantitatif","Sonde avec limite de détection de l'amplification de cible = 500 kiU/L","Microbiologie","","","",""
"35677-4","Potassium","Concentration de substance","XXX","Urine","Quantitatif","","Chimie","","","",""
"36921-5","Virus de l'herpès simplex 1+2, IgG","Présence-Seuil","Temps ponctuel","Sérum","Ordinal","","Microbiologie","","","",""
"38292-9","1,1-dichloroéthylène","Concentration de masse","Temps ponctuel","Eau","Quantitatif","","Médicaments et produits toxiques","","","",""
"39785-1","Potassium","Concentration de substance","Temps ponctuel","Solution de dialyse péritonéale","Quantitatif","","Chimie","","","",""
"39789-3","Potassium","Concentration de substance","Temps ponctuel","Sang veineux","Quantitatif","","Chimie","","","",""
"39790-1","Potassium","Concentration de substance","Temps ponctuel","Sang capillaire","Quantitatif","","Chimie","","","",""
"41598-4","Bactéries","Présence-Seuil","Temps ponctuel","Liquide péricardique","Ordinal","Microscopie.fond clair","Microbiologie","","","",""
"41599-2","Bactéries","Présence-Seuil","Temps ponctuel","Liquide biologique","Ordinal","Microscopie.fond clair","Microbiologie","","","",""
"41600-8","Bactéries","Présence-Seuil","Temps ponctuel","Liquide synovial","Ordinal","Microscopie.fond clair","Microbiologie","","","",""
"41601-6","Bactéries","Présence-Seuil","Temps ponctuel","Liquide péritonéal","Ordinal","Microscopie.fond clair","Microbiologie","","","",""
"41602-4","Bactéries","Présence-Seuil","Temps ponctuel","LCR","Ordinal","Microscopie.fond clair","Microbiologie","","","",""
"41603-2","Bactéries","Présence-Seuil","Temps ponctuel","Liquide pleural","Ordinal","Microscopie.fond clair","Microbiologie","","","",""
"41656-0","Potassium","Concentration de substance","Temps ponctuel","Sang veineux mélangé","Quantitatif","","Chimie","","","",""
"41741-0","Bactéries","Présence ou identité","Temps ponctuel","XXX","Nominal","","Microbiologie","","","",""
"42661-9","Bactéries","Présence ou identité","Temps ponctuel","Isolat","Nominal","Électrophorèse en champs pulsés","Microbiologie","","","",""
"42803-7","Bactéries","Présence ou identité","Temps ponctuel","Isolat","Nominal","","Microbiologie","","","",""
"42806-0","Bactéries","Présence ou identité","Temps ponctuel","Isolat","Nominal","","Microbiologie","","","",""
"43161-9","Microorganisme","Concentration numérique","Temps ponctuel","XXX","Quantitatif","Mesure de la viabilité","Microbiologie","","","",""
"43214-6","Bactéries","Présence ou identité","Temps ponctuel","Nasopharynx","Nominal","Culture","Microbiologie","","","",""
"43307-8","Bactéries","Présence ou identité","Temps ponctuel","Sinus","Nominal","Culture","Microbiologie","","","",""
"43407-6","Bactéries","Présence ou identité","Temps ponctuel","Plaie.profonde","Nominal","Culture","Microbiologie","","","",""
"43408-4","Bactéries","Présence ou identité","Temps ponctuel","Tissu","Nominal","Culture","Microbiologie","","","",""
"43409-2","Bactéries","Présence ou identité","Temps ponctuel","Isolat","Nominal","Culture","Microbiologie","","","",""
"43410-0","Bactéries","Présence ou identité","Temps ponctuel","Col de l'utérus","Nominal","Culture","Microbiologie","","","",""
"43411-8","Bactéries","Présence ou identité","Temps ponctuel","Aspirat","Nominal","Culture","Microbiologie","","","",""
"43426-6","Bactéries","Présence ou identité","Temps ponctuel","Nasopharynx","Nominal","Culture aérobie","Microbiologie","","","",""
"43441-5","Bactéries","Présence ou identité","Temps ponctuel","Lavage broncho-alvéolaire","Nominal","Culture aérobie","Microbiologie","","","",""
"43442-3","Bactéries","Présence ou identité","Temps ponctuel","Brosse bronchique","Nominal","Culture aérobie","Microbiologie","","","",""
"44022-2","Bactéries","Présence-Seuil","Temps ponctuel","Col de l'utérus","Ordinal","Préparation humide","Microbiologie","","","",""
"44023-0","Bactéries","Présence-Seuil","Temps ponctuel","Vaginal","Ordinal","Préparation humide","Microbiologie","","","",""
"44038-8","Bactéries","Présence-Seuil","Temps ponctuel","XXX","Ordinal","","Microbiologie","","","",""
"44039-6","Bactéries","Présence-Seuil","Temps ponctuel","Oeil","Ordinal","Microscopie.fond clair","Microbiologie","","","",""
"44243-4","Bactéries","Nombre par unité de surface","Temps ponctuel","Vaginal","Quantitatif","Préparation humide","Microbiologie","","","",""
"45275-5","Bactéries","Présence ou identité","Temps ponctuel","Sang","Nominal","Culture aérobique incubation @ 25C","Microbiologie","","","",""
"45276-3","Bactéries","Présence ou identité","Temps ponctuel","Sang","Nominal","Culture anaérobique incubation @ 25C","Microbiologie","","","",""
"49034-2","Microorganisme","Présence ou identité","Temps ponctuel","Col de l'utérus/Vagin","Nominal","Coloration cytoplasmique","Cytologie","","","",""
"49788-3","Potassium","Concentration de substance","Temps ponctuel","Liquide amniotique","Quantitatif","","Chimie","","","",""
"49789-1","Potassium","Concentration de substance","Temps ponctuel","Liquide péritonéal","Quantitatif","","Chimie","","","",""
"50221-1","Bactéries","Présence-Seuil","Temps ponctuel","Urine","Ordinal","Automatisé","Analyse d'urine","","","",""
"50902-6","Potassium","Contenu de substance","Temps ponctuel","Cheveu","Quantitatif","","Chimie","","","",""
"51480-2","Bactéries","Concentration numérique","Temps ponctuel","Urine","Quantitatif","Décompte automatisé","Analyse d'urine","","","",""
"51720-1","Potassium","Débit de masse","24 h","Urine","Quantitatif","","Chimie","","","",""
"52966-9","Bactéries","Présence ou identité","Temps ponctuel","Anal","Nominal","Culture","Microbiologie","","","",""
"52967-7","Bactéries","Présence ou identité","Temps ponctuel","Liquide gastrique","Nominal","Culture","Microbiologie","","","",""
"52973-5","Bactéries","Présence ou identité","Temps ponctuel","Liquide d'aspiration trachéale","Nominal","Culture","Microbiologie","","","",""
"53123-6","Potassium","Débit de substance","1 h","Urine","Quantitatif","","Chimie","","","",""
"53558-3","Bactéries","Présence ou identité","Temps ponctuel","Liquide séminal","Nominal","Culture","Microbiologie","","","",""
"53617-7","Bactéries","Présence ou identité","Temps ponctuel","Liquide duodénal","Nominal","Culture aérobie","Microbiologie","","","",""
"53908-0","Bactéries","Présence ou identité","Temps ponctuel","Brosse oesophagienne","Nominal","Culture","Microbiologie","","","",""
"53911-4","Bactéries","Présence ou identité","Temps ponctuel","Liquide biliaire","Nominal","Culture","Microbiologie","","","",""
"56715-6","Bactéries","Présence ou identité","Temps ponctuel","Liquide péricardique","Nominal","Culture","Microbiologie","","","",""
"57355-0","Potassium","Concentration de substance","12 h","Urine","Quantitatif","","Chimie","","","",""
"57379-0","Potassium","Concentration de substance","2 h","Urine","Quantitatif","","Chimie","","","",""
"57380-8","Potassium","Débit de substance","12 h","Urine","Quantitatif","","Chimie","","","",""
"5769-5","Bactéries","Nombre par unité de surface","Temps ponctuel","Sédiment urinaire","Quantitatif","Microscopie.fond clair.grossissement 400X","Analyse d'urine","","","",""
"58940-8","Bactéries","Présence ou identité","Temps ponctuel","Nutrition parentérale totale","Nominal","Culture","Microbiologie","","","",""
"58996-0","Potassium","Débit de substance","18 h","Urine","Quantitatif","","Chimie","","","",""
"59162-8","Potassium","Concentration de substance","24 h","Selles","Quantitatif","","Chimie","","","",""
"5927-9","Potassium","Concentration de substance","Temps ponctuel","Solution de dialyse","Quantitatif","","Chimie","","","",""
"595-9","Bactéries","Présence ou identité","Temps ponctuel","Abcès","Nominal","Culture aérobie","Microbiologie","","","",""
"596-7","Bactéries","Présence ou identité","Temps ponctuel","Liquide amniotique","Nominal","Culture","Microbiologie","","","",""
"59733-6","Potassium","Contenu de masse","Temps ponctuel","Tissu","Quantitatif","","Médicaments et produits toxiques","","","",""
"597-5","Bactéries","Présence ou identité","Temps ponctuel","Aspirat","Nominal","Culture aérobie","Microbiologie","","","",""
"598-3","Bactéries","Présence ou identité","Temps ponctuel","Aspirat","Nominal","Culture anaérobique","Microbiologie","","","",""
"599-1","Bactéries","Présence ou identité","Temps ponctuel","^Unité de produit sanguin","Nominal","Culture aérobie","Microbiologie","","","",""
"60032-0","Bactéries","Présence ou identité","Temps ponctuel","Solution de dialyse péritonéale","Nominal","Culture","Microbiologie","","","",""
"600-7","Bactéries","Présence ou identité","Temps ponctuel","Sang","Nominal","Culture","Microbiologie","","","",""
"60218-5","Potassium","Concentration de substance","Temps ponctuel","Lait maternel","Quantitatif","","Chimie","","","",""
"602-3","Bactéries","Présence ou identité","Temps ponctuel","Os","Nominal","Culture aérobie","Microbiologie","","","",""
"60257-3","Bactéries","Présence ou identité","Temps ponctuel","Cornée","Nominal","Culture","Microbiologie","","","",""
"60258-1","Bactéries","Présence ou identité","Temps ponctuel","Moelle osseuse","Nominal","Culture","Microbiologie","","","",""
"603-1","Bactéries","Présence ou identité","Temps ponctuel","Brûlure","Nominal","Culture","Microbiologie","","","",""
"604-9","Bactéries","Présence ou identité","Temps ponctuel","Bronchique","Nominal","Culture aérobie","Microbiologie","","","",""
"605-6","Bactéries","Présence ou identité","Temps ponctuel","Cathéter","Nominal","Culture aérobie","Microbiologie","","","",""
"606-4","Bactéries","Présence ou identité","Temps ponctuel","LCR","Nominal","Culture","Microbiologie","","","",""
"607-2","Bactéries","Présence ou identité","Temps ponctuel","Drain","Nominal","Culture aérobie","Microbiologie","","","",""
"608-0","Bactéries","Présence ou identité","Temps ponctuel","Oreille","Nominal","Culture aérobie","Microbiologie","","","",""
"609-8","Bactéries","Présence ou identité","Temps ponctuel","Oeil","Nominal","Culture aérobie","Microbiologie","","","",""
"610-6","Bactéries","Présence ou identité","Temps ponctuel","Liquide biologique","Nominal","Culture aérobie","Microbiologie","","","",""
"611-4","Bactéries","Présence ou identité","Temps ponctuel","Liquide biologique","Nominal","Culture","Microbiologie","","","",""
"616-3","Bactéries","Présence ou identité","Temps ponctuel","Tubulure","Nominal","Culture de cathéter intravasculaire","Microbiologie","","","",""
"618-9","Bactéries","Présence ou identité","Temps ponctuel","Liquide pleural","Nominal","Culture","Microbiologie","","","",""
"619-7","Bactéries","Présence ou identité","Temps ponctuel","Liquide péritonéal","Nominal","Culture","Microbiologie","","","",""
"620-5","Bactéries","Présence ou identité","Temps ponctuel","Peau","Nominal","Culture aérobie","Microbiologie","","","",""
"621-3","Bactéries","Présence ou identité","Temps ponctuel","Liquide synovial","Nominal","Culture","Microbiologie","","","",""
"622-1","Bactéries","Présence ou identité","Temps ponctuel","Expectorations","Nominal","Culture aérobie","Microbiologie","","","",""
"623-9","Bactéries","Présence ou identité","Temps ponctuel","Expectorations","Nominal","Fibrose kystique culture respiratoires","Microbiologie","","","",""
"624-7","Bactéries","Présence ou identité","Temps ponctuel","Expectorations","Nominal","Culture des voies respiratoires","Microbiologie","","","",""
"625-4","Bactéries","Présence ou identité","Temps ponctuel","Selles","Nominal","Culture","Microbiologie","","","",""
"626-2","Bactéries","Présence ou identité","Temps ponctuel","Gorge","Nominal","Culture","Microbiologie","","","",""
"627-0","Bactéries","Présence ou identité","Temps ponctuel","Tissu","Nominal","Culture aérobie","Microbiologie","","","",""
"628-8","Bactéries","Présence ou identité","Temps ponctuel","Tissu","Nominal","Culture anaérobique","Microbiologie","","","",""
"629-6","Bactéries","Présence ou identité","Temps ponctuel","Ulcère","Nominal","Culture aérobie","Microbiologie","","","",""
"6298-4","Potassium","Concentration de substance","Temps ponctuel","Sang","Quantitatif","","Chimie","","","",""
"630-4","Bactéries","Présence ou identité","Temps ponctuel","Urine","Nominal","Culture","Microbiologie","","","",""
"631-2","Bactéries","Présence ou identité","Temps ponctuel","Substance inconnue","Nominal","Culture aérobie","Microbiologie","","","",""
"632-0","Bactéries","Présence ou identité","Temps ponctuel","Plaie","Nominal","Culture aérobie","Microbiologie","","","",""
"633-8","Bactéries","Présence ou identité","Temps ponctuel","Plaie","Nominal","Culture anaérobique","Microbiologie","","","",""
"634-6","Bactéries","Présence ou identité","Temps ponctuel","XXX","Nominal","Culture aérobie","Microbiologie","","","",""
"635-3","Bactéries","Présence ou identité","Temps ponctuel","XXX","Nominal","Culture anaérobique","Microbiologie","","","",""
"636-1","Bactéries","Présence ou identité","Temps ponctuel","XXX","Nominal","Culture stérile de liquide biologique","Microbiologie","","","",""
"6459-2","Bactéries","Présence ou identité","Temps ponctuel","Aliment","Nominal","Culture","Microbiologie","","","",""
"6460-0","Bactéries","Présence ou identité","Temps ponctuel","Expectorations","Nominal","Culture","Microbiologie","","","",""
"6461-8","Bactéries","Présence ou identité","Temps ponctuel","Selles","Nominal","Culture anaérobique","Microbiologie","","","",""
"6462-6","Bactéries","Présence ou identité","Temps ponctuel","Plaie","Nominal","Culture","Microbiologie","","","",""
"6463-4","Bactéries","Présence ou identité","Temps ponctuel","XXX","Nominal","Culture","Microbiologie","","","",""
"6792-6","Potassium","Débit de substance","24 h","Selles","Quantitatif","","Chimie","","","",""
"68366-4","Bactéries","Présence ou identité","Temps ponctuel","^Unité de produit sanguin","Nominal","Culture","Microbiologie","","","",""
"6940-1","Potassium","Débit de substance","XXX","Selles","Quantitatif","","Chimie","","","",""
"72340-3","Bactéries","Présence-Seuil","Temps ponctuel","Liquide prostatique","Ordinal","Microscopie.fond clair","Hématologie","","","",""
"73960-7","Bactéries","Présence ou identité","Temps ponctuel","Bouche","Nominal","Culture","Microbiologie","","","",""
"74348-4","Bactéries","Présence ou identité","Temps ponctuel","Os^Donneur","Nominal","Culture aérobie","Microbiologie","","","",""
"74355-9","Bactéries","Présence ou identité","Temps ponctuel","Bartholin kyste","Nominal","Culture aérobie","Microbiologie","","","",""
"74356-7","Bactéries","Présence ou identité","Temps ponctuel","Dérivation ventriculo-péritonéale","Nominal","Culture","Microbiologie","","","",""
"74816-0","Bactéries","Présence ou identité","Temps ponctuel","Oeil","Nominal","Culture anaérobique+aérobique","Microbiologie","","","",""
"75269-1","Bactéries","Présence ou identité","Temps ponctuel","Génital","Nominal","Culture anaérobique+aérobique","Microbiologie","","","",""
"75357-4","Bactéries","Présence ou identité","Temps ponctuel","Abcès","Nominal","Culture anaérobique+aérobique","Microbiologie","","","",""
"75358-2","Bactéries","Présence ou identité","Temps ponctuel","Os","Nominal","Culture anaérobique+aérobique","Microbiologie","","","",""
"75359-0","Bactéries","Présence ou identité","Temps ponctuel","Moelle osseuse","Nominal","Culture anaérobique+aérobique","Microbiologie","","","",""
"75518-1","Bactéries","Présence ou identité","Temps ponctuel","LCR","Nominal","Agglutination au latex","Microbiologie","","","",""
"75940-7","Potassium","Concentration de masse","Temps ponctuel","Sang","Quantitatif","","Chimie","","","",""
"76693-1","Bactéries","Présence ou identité","Temps ponctuel","^Unité de produit sanguin.autologue","Nominal","Culture","Microbiologie","","","",""
"77142-8","Potassium","Concentration de substance","Temps ponctuel","Sérum/Plasma/Sang","Quantitatif","","Chimie","","","",""
"77193-1","Bactéries","Présence ou identité","Temps ponctuel","Utérus","Nominal","Culture","Microbiologie","","","",""
"78356-3","Bactéries","Présence ou identité","Temps ponctuel","Appareil implanté","Nominal","Culture","Microbiologie","","","",""
"79710-0","Potassium","Contenu de masse","Temps ponctuel","Cheveu","Quantitatif","","Chimie","","","",""
"82722-0","Potassium","Concentration de masse","Temps ponctuel","GR","Quantitatif","","Chimie","","","",""
"87454-5","Potassium","Concentration de masse","Temps ponctuel","XXX","Quantitatif","","Chimie","","","",""
"87455-2","Potassium","Contenu de masse","Temps ponctuel","XXX","Quantitatif","","Chimie","","","",""
"87829-8","Bactéries","Présence-Seuil","Temps ponctuel","Urine","Ordinal","","Analyse d'urine","","","",""
"87929-6","Bactéries","Présence ou identité","Temps ponctuel","Liquide amniotique","Nominal","Culture aérobie","Microbiologie","","","",""
"87930-4","Bactéries","Présence ou identité","Temps ponctuel","Brûlure","Nominal","Culture aérobie","Microbiologie","","","",""
"87931-2","Bactéries","Présence ou identité","Temps ponctuel","Appareil implanté","Nominal","Culture aérobie","Microbiologie","","","",""
"87932-0","Bactéries","Présence ou identité","Temps ponctuel","Sinus","Nominal","Culture aérobie","Microbiologie","","","",""
"87933-8","Bactéries","Présence ou identité","Temps ponctuel","Liquide amniotique","Nominal","Culture anaérobique","Microbiologie","","","",""
"87934-6","Bactéries","Présence ou identité","Temps ponctuel","Liquide biliaire","Nominal","Culture anaérobique","Microbiologie","","","",""
"87935-3","Bactéries","Présence ou identité","Temps ponctuel","^Unité de produit sanguin","Nominal","Culture anaérobique","Microbiologie","","","",""
"87936-1","Bactéries","Présence ou identité","Temps ponctuel","Brûlure","Nominal","Culture anaérobique","Microbiologie","","","",""
"87937-9","Bactéries","Présence ou identité","Temps ponctuel","LCR","Nominal","Culture anaérobique","Microbiologie","","","",""
"87938-7","Bactéries","Présence ou identité","Temps ponctuel","Appareil implanté","Nominal","Culture anaérobique","Microbiologie","","","",""
"87939-5","Bactéries","Présence ou identité","Temps ponctuel","Liquide péricardique","Nominal","Culture anaérobique","Microbiologie","","","",""
"87940-3","Bactéries","Présence ou identité","Temps ponctuel","Liquide péritonéal","Nominal","Culture anaérobique","Microbiologie","","","",""
"87942-9","Bactéries","Présence ou identité","Temps ponctuel","Liquide pleural","Nominal","Culture anaérobique","Microbiologie","","","",""
"87943-7","Bactéries","Présence ou identité","Temps ponctuel","Sinus","Nominal","Culture anaérobique","Microbiologie","","","",""
"87944-5","Bactéries","Présence ou identité","Temps ponctuel","Liquide synovial","Nominal","Culture anaérobique","Microbiologie","","","",""
